aae_text,sentiment
I can spend it up today and don't think about tomorrow cause I'm self made bitch I don't never have to borrow,positive
"Bitch Tell Me Go To Hell okay Bitch I know The Owner ,",negative
lock in to all the way from ATL.... juggling slapwhey !!!!!! #bruceleegivedemdi30-35listttteeennnnnnn!!!,neutral
Right They are Going To Need Us Before We Need Them,negative
nah m8 they just know that ur bro is Finn The G,neutral
You think you all thug vut you aint shit to me,negative
I dnt think about sex in my life like that i rather do it to tha bitch i use to fuck D.G but shit she hate me tragic,negative
Ain't no fuckin foul y'all bitch ass niggas cry to much,negative
No way should Eric wat ever bet Greg Popp in a game of coached basketball I dnt care if Lebron is on da heat,negative
": if you not justice , darren , terri , twannay , elexus or my family you just a SOCIATE !!!!""#HELLO #CLEARLYY !!!!!!!",negative
wat am i gonna wear tonight....this rain is throwing me off,negative
Finna Go Too The Store An Get Me A Mild . I Needs Me,neutral
I cant see you I cant hear u hell iguess cuz im lookin pass you,negative
I was to serious about wht I said about getting serious,negative
If we I just kno ppl going b mad.... We going have triple haters,positive
La La Loopsey LaLa Loospey LMFAO thvt commercial have meh rolln,positive
Don't Get It Twisted Its Still Niggas Outchea On That FuckShxt,negative
That Philly Cheese Steak Wasn't All That To Be Driving 3 FUCKING Hours !i Hate Long Rides.,negative
"If I don't sleep long enough (under an hour, usually), I wake up very dizzy and can't get up.",positive
Put your hands up as high as you want tonAnd if it feels good scream hey-hey-hey yo,positive
I got on facebook for the 1st time in 2 yrs and saw my last status was from 2 yrs ago....,neutral
I rather hold my head up and die the dunk and hide,negative
Girl yes you shoulda seen his ass at whataburger last night freakin hilarious,positive
Lebron is in facilitator mode tonite. The beast is caged. He'll get a trip dub and win at this rate tho. #NBAFinals,positive
she ain't taking it from the back with knees that smooth....,negative
"Looks like I've seen you in my dreams, or in a magazine",positive
"Sun glass, hat, designer clothes lol"" half this girls think im dude #Catfish#",positive
"My IG Been Acting Up All Day, idk Wassup With That !",negative
"Only sending one happy new years message out , and that's to him <3",positive
"Niggas love being Outside , but can fill out a job app for more than 60 sec. w/o getting mad ... Nigga go do something Productive!",positive
"No one in Montgomery, AL. cant truly cut my HAIR!! Wassup with that?",positive
wat u said..... I gtta go get sumn to eat a thug hungry,negative
"Brings back memories dawg "" 0.864 0.004 0.0 0.132 373653623697199104 Sat Aug 31 03:49:00 +0000 2013",positive
"get on her nervess, thats what i do wit mines, lbs",negative
Trust mee if she only kneww wat her so calldd bestfrendd was doinn..shee wudd thinkk she was a THOT too..,negative
Bored asf cause I'm the only one up...god I miss tht nigga,negative
"These Niggas Aint Loyal, Voices In My Head Saying These Niggas Aint For You.",negative
boy stop all my bitches got money !! They might pay yu n your nigga way one day!!,negative
"Dedria know she a POP no damn Molly , she prob don't even know what a Molly is , lls",positive
Food does the body good I wish this kid understood that m.,positive
Y u thank a nigga smokin dis dam reefa! No job jus some coke and a dam beaker!,negative
See me I respect every man no matter what he do unless u rat on me I look at u different then,negative
Quick Soul Lifta this a get em gone in a jiff,positive
I'm mad ass shit ebony got her voice back man lol,positive
I understand alot Ianno dumb bitch I kno the fundementals he can get replaced quick*,positive
Just Woke Up & Laneisha Wasn't In The House .. Tf She Go ?,positive
I Won't Change Up Unless Im Wit My Bm Or My Wife,positive
": Black girls pony tails no longer than my pinky""nnno longer than an apple stem",neutral
"I'm honest, but I'm not disrespectful. I'm sarcastic, but I treat others how they deserve to be treated.",negative
"You say he ain't cheating, I bet you ain't the only bitch he talking to!",neutral
Hood bitxhes point me to dem hood bitxhes!! Where dem hood bitxhes!!???,negative
I'm boutta get a job to occupy my days when ian got shit to do,positive
If you don't know who Billy is than u ain't bout that scandal life #Scandal,positive
Gota Talk Wit Big Bro J.Carr! Realest Ni**a I Kno,positive
bet a hunnit dollaz chief keef or gucci mane will respond to my ass ...,neutral
Noooooo energy right now. And work is so fuckin slow smh,negative
Jps already broke.... If one of these buses flip over... Jps will be no more,negative
Omg U Doing This Cause Marco Gave Me Ah Hug.? Damnn Frfr,neutral
I really hawt friend of mine woke me up ...she's a girl ...oh wait my girlfriend...Lolol! I'm tired....and Corny.,positive
I miss my ex gf i still live her nd i miss us i want chu bvck qua i love yhu girl,negative
A Savannah man blasting City leaders. with the story in 3 minutes on News 3 at 6. #WSAV,negative
I Still Sleep In Your Pajamas Just To Let You Know,neutral
Relaxing I think I wanna get out in my yard today,positive
B4 Rickey died he was on da 9 with me tank and leaky gettin high and shyt tweakin da day he died fuck errbody up HBD RICKY,negative
"When i get on, ima have n number in my phone lol....",neutral
Since Bff Sleep . Thugg Said He Was Tappn . Qua && Nai Bucket Asx Disappeared .,positive
Red Girls Head Good Brownskin Girls Pussy Straight White Girls Pussy Great.....,positive
": I prayed cuz I dnt want nobody to die behind this bullshit and everybody got kids ."" Wats wrong sis are yu okay?""call me",negative
My sis sed he b like he gon stay in my room till i come,ERROR
"im a nice person , but then again i like making ppl mad ! it makes me laugh ! lololol",positive
Only immature people create fake pages . It's somebody at chs that really need to grow up !,negative
A BIG AND HUGE SHOUT TO MY JSU QB AND MY WHOLE JSU TEAM WE HEADED TO H-TOWN BABY MAC OF THE SWAC!!!!,positive
Ready for dis weekend be out of town wit da crew,positive
Niggas love smoking skimpy ass blunts talkin bout they Big high,positive
The phone is getting turned off when I finally lay down for more than 2hrs,negative
If i ever fell for that Uncle Drew (Kyrie Irving) trick i would feel so stupid after i lost,negative
": I'm scared of midgets , like I straight be ready to cry"" im dead",negative
Why do I always gotta meet someone when its near their bday kmft,negative
what is with our age group these days ya nigga talk bout sex eatin pussy sucking dick like nigga your suspose to talk about kissin Nd huggin,ERROR
I just realized she told me this was a test......wat kinda test is this though????,negative
* finna put on sum joggin pantz & tank top & call it a day,positive
": bk stabbers , nut grabbers who eva hot U hoes wanna fck wit em"" yesss",negative
Jd hung up on me cause I was smakin on candy lol,positive
: The best revenge is just moving on and getting over it. Don't give someone the satisfaction of watching you suffer.,positive
Monita You Better Hush For I Kum to school & Slap you,negative
some for the laughter and dont see the tears some for courage and dnt see the fear some for themself and dont intend to share,negative
#OperationRemington I think it's a lot more complicated than it seems I mean we're talking about shonda rhimes here,neutral
"btfol . my ex crush crazy, the way he would look at me in the hallways would have me rolling ! :D",positive
Shiit fuck u and dem niggas too whoever said the shit since u wanna kover for em !,negative
Ain tripping off a blunt I brought a bunch of smoke!,positive
I would have took drivers ed if ik I was getting a car,negative
Dunk text: hfjhfxfgjvccn Sleep text: jjihfnphvnj yes High text: shidd you know me ots,positive
I got I got I got I got I got ya back boy,negative
The only thing a nigga can't do is get pregnant ! But guess what tho that nigga STILL gone have a baby to take care of,negative
"Boy u turn me on, got me feeling hot Now I'm really goin",positive
bitch u keep talking shit bitches gonna get tired Lmfao but deadass tho,positive
Wish I had someone calling mi they boo....(crickets) damnnnn....that's not happening,positive
Don't get my wrong my dad a real Nigga but my biological father is a bitch,neutral
Soooo I think I got a new crush ...shutup don't judge me tho,positive
Guess I'll take a nap until its time to hit the gym,negative
my boy about to hit that clock in a few hours,neutral
First time you fuck with me ... I let them killas go...,negative
I can't deal with ppl n they attitudes . Like your 21 grow up it been past your time !,negative
"Im Not GAY , But I Did Likee Her Once ! ((( Yeah ILikedd A Girl Before )))",positive
