tweet_id,aae_text,golden_sentiment,annotator_source,resolution_method,needs_adjudication,deepseekr1_pred,gemma3_pred,llama31_70b_pred,mistral31_pred,phi3_medium_pred,phi4_pred
A1_181,Bout to b home alone all night tonite (very rare) bout to get real productive tonite..... Writing session for the ages yessir!!,positive,A1_Osakpolor,single_annotator,False,positive,positive,neutral,positive,positive,positive
A1_182,This is 1 of those moments u really really love but u really really hate all at tha sametime,neutral,A1_Osakpolor,single_annotator,False,neutral,neutral,neutral,ERROR,negative,neutral
A1_183,"* I love alcohol but I'm not an alcoholic ! Hear Dee , & hear her well !",positive,A1_Osakpolor,single_annotator,False,positive,neutral,negative,positive,positive,positive
A1_184,Ready to be off and crawl into bed with some redd's and dexter dvds!,positive,A1_Osakpolor,single_annotator,False,positive,positive,positive,positive,positive,positive
A1_185,Why it gotta be so hard to walk away from this shit,negative,A1_Osakpolor,single_annotator,False,neutral,negative,negative,negative,negative,negative
A1_186,My R.O.D gone me cry her ass Off I gotta call her,positive,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_187,He need to stfu so my ma can go to sleep!,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_188,"I love bad bitches that's my fucking problem,and yeah I like to fuck I got ah fucking problem....",positive,A1_Osakpolor,single_annotator,False,positive,negative,neutral,negative,negative,negative
A1_189,When can I ever have a day where there be no shit going on...damn,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_190,"i didnt say you said that , i said you miss me",neutral,A1_Osakpolor,single_annotator,False,positive,positive,neutral,neutral,neutral,neutral
A1_191,Thinking abt all past decisions. How ppl what me back there but even when I was there I didn't wanna be there. Does that sound crazy.,neutral,A1_Osakpolor,single_annotator,False,negative,negative,neutral,negative,negative,negative
A1_192,I love my Josh I just wanna kiss all over him but I'm around my family,positive,A1_Osakpolor,single_annotator,False,positive,positive,positive,positive,positive,positive
A1_193,This Bitch Irritating My Fucking Soul With His Loose Dick Ass,negative,A1_Osakpolor,single_annotator,False,negative,negative,neutral,negative,negative,negative
A1_194,- I Might Roll Me Up A Blunt To Smoke My Problems Away .,negative,A1_Osakpolor,single_annotator,False,neutral,negative,negative,negative,neutral,negative
A1_195,. School in da am for the kids:-) :-) :-) n then some me time ooooo wwweeee,positive,A1_Osakpolor,single_annotator,False,neutral,positive,positive,positive,positive,positive
A1_196,"everybody upstairss i need helpppppppp , im boutah cry i cant move yungg.",negative,A1_Osakpolor,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A1_197,& as hard as you try to hide reality Why? We know the TRUTHHHHHHH,negative,A1_Osakpolor,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A1_198,If it was me I know it would be handled... RIP BL,negative,A1_Osakpolor,single_annotator,False,positive,negative,neutral,negative,negative,negative
A1_199,lol right tho I'm jus tryna see what the hype about,neutral,A1_Osakpolor,single_annotator,False,positive,neutral,positive,neutral,neutral,neutral
A1_200,"I hate school , full of fucking wanna bees , be yo self BITCH !",negative,A1_Osakpolor,single_annotator,False,positive,negative,negative,negative,negative,negative
A1_201,Let me lick them titties ill have that pussy foamin from the lips,positive,A1_Osakpolor,single_annotator,False,positive,negative,positive,negative,negative,negative
A1_202,"Den Kim wen on late night and said she want sum thing like Easton West""..",neutral,A1_Osakpolor,single_annotator,False,neutral,negative,ERROR,neutral,neutral,neutral
A1_203,I know you notice I dont hold shit in no moree .,neutral,A1_Osakpolor,single_annotator,False,positive,negative,neutral,negative,negative,negative
A1_204,Watch out for 2b) their glory was in their shame. What they should be ashamed of they are being glorified for. #PastorLFK #TLCBaptist,neutral,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_205,"DO NOT expect a Bless You"" after your 3rd sneeze. Get that shit under control.",negative,A1_Osakpolor,single_annotator,False,neutral,negative,negative,negative,negative,negative
A1_206,": "" : Im So high I can Moon Walk""MoonWalk yo ass over here and give me my burner""Lmao",positive,A1_Osakpolor,single_annotator,False,positive,negative,neutral,negative,positive,positive
A1_207,I'm not just saying it to be saying it but these bitchies show me more everyday they ain't shit .,negative,A1_Osakpolor,single_annotator,False,positive,negative,neutral,negative,negative,negative
A1_208,Why do I always have stalkers? Like MFs who just won't let go though.....,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_209,Ion deal with nobody that don't want to be dealt with,neutral,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,neutral,negative
A1_210,Bout to call my grandma so she can get everything she need to cook..!,positive,A1_Osakpolor,single_annotator,False,positive,positive,negative,positive,positive,positive
A1_211,Exactly. Like we do have 11 other players on the team. Then you got the nerve to be trying to pass judgement on other Bulls fans.,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_212,Was otp w / my twin && about 2oo get back on in a few ! Now texting my bae love him,positive,A1_Osakpolor,single_annotator,False,positive,positive,negative,positive,positive,positive
A1_213,": I was knocked out in class, I need to go to sleep like now",neutral,A1_Osakpolor,single_annotator,False,negative,negative,neutral,negative,negative,negative
A1_214,"You can still color coordinate and not look put together, word of advice for #thot",negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_215,exactly. But child I ain't worryin my nerves in (yur voice ) kmsl,positive,A1_Osakpolor,single_annotator,False,negative,negative,negative,neutral,neutral,neutral
A1_216,um i hope jokin ... thats some scary shit to be lost,negative,A1_Osakpolor,single_annotator,False,positive,negative,neutral,negative,negative,negative
A1_217,: I always find out wat I need 2 kno...whether I tried to find out or I didn't...I ALWAYS FIND OUT,neutral,A1_Osakpolor,single_annotator,False,positive,positive,neutral,positive,positive,neutral
A1_218,I had so much fun even tho I kept falling lol,positive,A1_Osakpolor,single_annotator,False,positive,positive,positive,positive,positive,positive
A1_219,Yo this old man trying to book this lady on the bus,neutral,A1_Osakpolor,single_annotator,False,neutral,negative,neutral,neutral,neutral,negative
A1_220,"I dnt have any doubts ab #S3 you've proven yourself too many times for me not to expect bangers, keep it going bro",positive,A1_Osakpolor,single_annotator,False,positive,positive,positive,positive,positive,positive
A1_221,I'll try tomorrow. This flu has been kicking my ass for a week now. I need a nurse! Lol!,negative,A1_Osakpolor,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A1_222,": bitch you seen me call you ! Tf"" jayyy fone be tweaking nd italked to yo drunk ass",negative,A1_Osakpolor,single_annotator,False,negative,negative,positive,negative,negative,negative
A1_223,": She was sucking the skin off that mf! You shoulda' seen thaaa sh.t!"" Kmsl. WHOOO? fill me. Lol",positive,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_224,.let me fuck ur bitch yu can fuck mii bitch ion luv dat bitch,negative,A1_Osakpolor,single_annotator,False,neutral,negative,negative,negative,negative,negative
A1_225,Wen Da Weather Gets Warm I Will Come out But if its Raining Hailing Snowning or just Cold Pls don't ask me to go out,neutral,A1_Osakpolor,single_annotator,False,positive,negative,neutral,negative,negative,negative
A1_226,cuss it ain all tht to me I like Rotel better .!,neutral,A1_Osakpolor,single_annotator,False,neutral,negative,negative,neutral,negative,positive
A1_227,Watching these games making me very anxious for this season man!,neutral,A1_Osakpolor,single_annotator,False,negative,negative,positive,negative,negative,negative
A1_228,"I Said A Chain Cuz Both Of Them Won't Fit On A 150 Hat, LMFAO!!!",positive,A1_Osakpolor,single_annotator,False,positive,positive,ERROR,neutral,positive,positive
A1_229,IMISS MY DADDY.! I really miss yu daddy wen are yu comin back home.!? Lbvs.....he a TRUCKdriver.,positive,A1_Osakpolor,single_annotator,False,neutral,negative,negative,negative,negative,negative
A1_230,itsss been iight Freshmann year went downn but thiss year seems like itss gon be weakk asff wat bout u?,neutral,A1_Osakpolor,single_annotator,False,neutral,negative,neutral,neutral,neutral,neutral
A1_231,I'm gonna get my father to take me to my house. He better not say no either.,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,neutral
A1_232,nd my 4 gud bitch now sit yo Lil dumb ass down nd watch me work,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_233,"We make love all night, we make good love all night #oldschool",positive,A1_Osakpolor,single_annotator,False,positive,positive,positive,positive,positive,positive
A1_234,", wtfuck I need to get back to studying for my learners but all this homework in a way !",negative,A1_Osakpolor,single_annotator,False,positive,negative,negative,negative,negative,negative
A1_235,Its gon b later on tonight r tommaro watch it neva fails,neutral,A1_Osakpolor,single_annotator,False,negative,positive,negative,neutral,neutral,positive
A1_236,I rather spend my life with someone who spoil with their love,positive,A1_Osakpolor,single_annotator,False,positive,positive,positive,positive,positive,positive
A1_237,"These niggas throwing slick shots , You know me I go direct with it !",negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,neutral
A1_238,I missed my bday tweet but OOOOH well ima still #tweetIT 4:03,positive,A1_Osakpolor,single_annotator,False,positive,neutral,positive,positive,positive,positive
A1_239,"Man Im Sick Of Their Lil Logo Or Moto Love No Thotties"" But Ima Hush !",negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_240,Hmmm the thoughts running through my head right now are outta control I need to hurry & go to sleep,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_241,So just rain down on me let your love just fall like rain just rain on me !,positive,A1_Osakpolor,single_annotator,False,negative,positive,neutral,positive,positive,positive
A1_242,"Ray bands on my face, never kno when my eyes low....#game",positive,A1_Osakpolor,single_annotator,False,neutral,neutral,negative,neutral,negative,neutral
A1_243,She love me and I her... So she no this not over.,positive,A1_Osakpolor,single_annotator,False,positive,positive,neutral,positive,neutral,positive
A1_244,#Scorpio is a natural leader. They don't do well in subordinate positions because they dislike authority.,neutral,A1_Osakpolor,single_annotator,False,positive,neutral,negative,neutral,neutral,positive
A1_245,This was the first time all semester I've actually been wake during my 8am,neutral,A1_Osakpolor,single_annotator,False,positive,positive,negative,neutral,neutral,negative
